,Track Name,Artist,Streams,date,spotify_id,year,Streamstotal,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,release_date_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,genres_together,artist_id,artist_followers,artist_popularity,Period,streamstotal_weights
26266,Usted,Juan Magán,78385,2019-01-08,79HTe42PihWUUq4BDjcuCq,2019,3975295,Usted,2018-03-30,0.4488033791444029,0.6526315789473685,0.0155,0.7120000000000001,0.833,0.0,0.273,0.8835142491719411,0.0731337627889352,0.326,0.3185613522272352,4,2018-01-01,dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical,,,,"dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical",1ackd5XprZEkH3McKbQD51,1486998,0.7878787878787878,NormalPeriod,0.0045811450409710954
26327,Déjate Llevar,Juan Magán,29115,2019-01-08,4hXAdUl4nAnSPc9thzP2E2,2019,57283,Déjate Llevar,2017-11-28,0.4471841260577765,0.6421052631578947,0.0193,0.677,0.723,0.0,0.7120000000000001,0.8363558849572033,0.10704812428950357,0.537,0.23705915994153906,4,2017-01-01,dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical,,,,"dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical",1ackd5XprZEkH3McKbQD51,1486998,0.7878787878787878,NormalPeriod,6.60131465418157e-05
26329,Internacional,Juan Magán,53885,2019-02-22,6eBhfEkP1OCMCkrJoiPJGs,2019,53885,Internacional,2019-02-22,0.40801350892383054,0.4947368421052632,0.18600000000000003,0.6579999999999999,0.624,0.0,0.157,0.8785294985734431,0.3520272830617658,0.7340000000000001,0.29931371926034184,4,2019-01-01,dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical,,,,"dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical",1ackd5XprZEkH3McKbQD51,1486998,0.7878787878787878,NormalPeriod,6.209727844920376e-05
26330,Déjate Llevar,Juan Magán,125151,2018-01-08,3xWEI23MLJrD0dpDcDUTW6,2018,9443683,Déjate Llevar,2017-11-28,0.4471841260577765,0.010526315789473684,0.0166,0.675,0.7240000000000001,0.0,0.6970000000000001,0.8375364837831634,0.10515346722243274,0.506,0.2370464510389528,4,2017-01-01,dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical,,,,"dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical",1ackd5XprZEkH3McKbQD51,1486998,0.7878787878787878,NormalPeriod,0.012958246093616638
26391,"Rápido, Brusco, Violento",Juan Magán,30587,2018-01-08,63HbvWprv2Mhu63x0nMmLH,2018,563475,"Rápido, Brusco, Violento",2017-03-24,0.3527962611278803,0.0,0.115,0.652,0.863,1.15e-06,0.258,0.9069622536319812,0.06972338006820765,0.585,0.2684755671347779,4,2017-01-01,dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical,,,,"dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical",1ackd5XprZEkH3McKbQD51,1486998,0.7878787878787878,NormalPeriod,0.0007731779770244972
26411,Le Encanta,Juan Magán,41612,2018-02-23,5MucM2zqn6ugfL7jQdhf0s,2018,363454,Le Encanta,2018-02-23,0.3417580735432701,0.0,0.0849,0.7709999999999999,0.85,0.0,0.0582,0.8864001574131768,0.2156119742326639,0.848,0.2434072567833768,4,2018-01-01,dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical,,,,"dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical",1ackd5XprZEkH3McKbQD51,1486998,0.7878787878787878,NormalPeriod,0.0004987171187035124
26424,Quiero Que Sepas,Juan Magán,72655,2017-01-08,0fm7fJ4aZv6Wx0klIcyXPz,2017,4350560,Quiero Que Sepas,2016-06-24,0.4831138452118423,0.0,0.391,0.715,0.6559999999999999,0.0,0.115,0.8319614337716852,0.047745358090185666,0.593,0.35145199212048045,4,2016-01-01,dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical,,,,"dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical",1ackd5XprZEkH3McKbQD51,1486998,0.7878787878787878,NormalPeriod,0.011183047378662755
26485,Baila Conmigo,Juan Magán,30486,2017-01-08,772io14jrMTxGJbijtDccQ,2017,1689956,Quiero Que Sepas,2016-06-24,0.3593785129659837,0.0,0.0866,0.875,0.7090000000000001,1.7100000000000002e-05,0.0604,0.7985439281146492,0.1309208033345964,0.7929999999999999,0.287227552900807,4,2016-01-01,dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical,,,,"dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical",1ackd5XprZEkH3McKbQD51,1486998,0.7878787878787878,NormalPeriod,0.004344005832779089
26546,Soy Un Don,Juan Magán,15913,2017-01-13,0f7hD4LbGB8GZ67LrgZJZQ,2017,1160237,Quiero Que Sepas,2016-06-24,0.38775969040455016,0.0,0.174,0.81,0.7509999999999999,0.0,0.0708,0.8031351457711606,0.31034482758620685,0.897,0.5100718052996124,4,2016-01-01,dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical,,,,"dance pop,electro latino,latin,latin pop,reggaeton,spanish pop,tropical",1ackd5XprZEkH3McKbQD51,1486998,0.7878787878787878,NormalPeriod,0.002982371313457932
26598,De Ti Me Olvido,Love Yi,36292,2020-01-08,3FkmSUR7gcQHz1PhJW52Zy,2020,70785,De Ti Me Olvido,2020-01-03,0.4205178739709252,0.5684210526315789,0.20600000000000002,0.7040000000000001,0.63,0.0,0.235,0.8280261043518184,0.14929897688518376,0.551,0.3256211476139035,4,2020-01-01,rap espanol,trap espanol,,,,,,,,,"rap espanol,trap espanol",6qyklgt2wzPT7KRdu15ZFL,11792,0.5555555555555556,NormalPeriod,6.151664735379108e-05
26600,Como el Agua - Remix,Ana Mena,36199,2020-01-08,5FJ4xmp1XXTDyqPlF4lFPt,2020,926621,Como el Agua (Remix),2019-12-12,0.2994398388879056,0.6,0.436,0.6759999999999999,0.72,0.0,0.0684,0.8328140884793231,0.07692307692307691,0.634,0.6035648471754463,4,2019-01-01,latin pop,spanish pop,,,,,,,,,"latin pop,spanish pop",6k8mwkKJKKjBILo7ypBspl,263035,0.7575757575757576,NormalPeriod,0.000805292325882846
26625,Ahora Lloras Tú,Ana Mena,23887,2017-01-20,7Fb8u1fxwY1XcRYXJ1tUL2,2017,1100821,Ahora Lloras Tú,2017-01-20,0.3848273354795812,0.0,0.0165,0.7170000000000001,0.9,0.000168,0.0573,0.8766602170990063,0.06025009473285335,0.762,0.38909576158098746,4,2017-01-01,latin pop,spanish pop,,,,,,,,,"latin pop,spanish pop",6k8mwkKJKKjBILo7ypBspl,263035,0.7575757575757576,NormalPeriod,0.002829643401867096
26674,Loco,Beéle,35939,2020-01-08,2J9B63FawlTaPdg4eH5X03,2020,1974506,Loco,2019-08-08,0.3776519155979277,0.8210526315789474,0.158,0.82,0.565,2.45e-05,0.0469,0.8223854655166759,0.2781356574460023,0.773,0.3200292304759484,4,2019-01-01,reggaeton colombiano,,,,,,,,,,reggaeton colombiano,7a0XAaPaK2aDSqa8p3QnC7,170155,0.7575757575757576,NormalPeriod,0.0017159707466263279
26725,Oye,TINI,35403,2020-01-08,09nSCeCs6eYfAIJVfye1CE,2020,209111,Oye,2019-10-11,0.3035561380933474,0.8,0.447,0.6829999999999999,0.51,0.0,0.175,0.7591250450923164,0.07843880257673362,0.255,0.2562940840058461,4,2019-01-01,latin pop,pop argentino,,,,,,,,,"latin pop,pop argentino",7vXDAI8JwjW531ouMGbfcp,1697835,0.7777777777777778,NormalPeriod,0.00018173070063994643
26731,Mejores Amigos,Yera,35398,2020-01-08,7tQ24skemknA6PPh6gwFi1,2020,509779,Mejores Amigos,2019-09-26,0.3809262988705889,0.7473684210526316,0.156,0.624,0.74,0.0,0.10300000000000001,0.7895910536844521,0.02482000757862827,0.905,0.22390544576475824,4,2019-01-01,colombian pop,latin,latin pop,pop reggaeton,reggaeton,reggaeton colombiano,,,,,"colombian pop,latin,latin pop,pop reggaeton,reggaeton,reggaeton colombiano",1vrahybrKylgwkjhbmOz94,32037,0.6868686868686869,NormalPeriod,0.00044303023198938004
26745,Cristina (feat. Shelow Shaq),Maffio,34908,2020-01-08,2egI1hFZDAYrkCgtepoore,2020,1102838,Cristina (feat. Shelow Shaq),2019-03-29,0.3367352796261128,0.7473684210526316,0.183,0.861,0.599,0.0,0.0921,0.8801036303413898,0.4221295945433876,0.8690000000000001,0.3010230666581941,4,2019-01-01,tropical,,,,,,,,,,tropical,5RzT7CM6Ot0sh0EHefMicV,9014,0.5959595959595959,NormalPeriod,0.000958436057559656
26775,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,34776,2020-01-08,2KK9N6iBAisA0booTu3bGd,2020,4724499,Ahora,2018-03-09,0.4149640989825255,0.6947368421052632,0.35600000000000004,0.831,0.777,0.0,0.0796,0.8718722329715016,0.28571428571428564,0.598,0.2619686090106119,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.004105888802801987
26859,El Ciego,Melendi,34466,2020-01-08,3IsM8UQ2KrSVTZeCc9HzED,2020,69812,10:20:40,2019-11-29,0.29734939989571724,0.5789473684210527,0.125,0.628,0.645,0.0,0.152,0.7435476994720099,0.3122394846532777,0.405,0.6162991675668806,4,2019-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,6.0671048740027736e-05
26861,El Arrepentido,Melendi,28393,2019-01-08,42uFuC0Ob1JykwGlcrllDl,2019,110477,Ahora,2018-03-09,0.4129549814156625,0.5684210526315789,0.0841,0.797,0.737,0.0,0.48,0.8567212147050143,0.26866237211064803,0.716,0.2870115015568406,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.00012731411396924345
26863,Besos a la Lona,Melendi,27934,2019-01-09,0p9zxloVaytLMbORCBMfwO,2019,179041,Besos a la Lona,2018-11-30,0.4797270470277019,0.5894736842105263,0.574,0.5429999999999999,0.632,0.0,0.0779,0.8609188994195389,0.0636604774535809,0.735,0.7316324585372052,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.0002063275277131649
26869,El Cielo Nunca Cambiará,Melendi,47326,2019-01-11,2WR4f8rCzRm6FfQ01N3Zdh,2019,47326,El Cielo Nunca Cambiará,2019-01-11,0.5006912321152659,0.5473684210526316,0.522,0.517,0.7170000000000001,0.0,0.111,0.8620339094218346,0.028230390299355826,0.46399999999999997,0.5787824871322362,4,2019-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,5.453866196319973e-05
26870,Destino o Casualidad,Melendi,25033,2018-01-08,02IJFWVjLSM811RsySQusA,2018,1533100,Destino o Casualidad,2017-06-02,0.5080149440078069,0.0,0.499,0.546,0.494,0.0,0.10800000000000001,0.7744728298297969,0.25350511557408106,0.353,0.6262565927432165,4,2017-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.002103658825282855
26931,Desde Que Estamos Juntos,Melendi,22320,2018-01-08,66VmioeXL4i1TCfHIO8R9t,2018,6312660,Quítate las Gafas,2016-11-11,0.5433873722177309,0.6526315789473685,0.16399999999999998,0.695,0.809,0.0,0.077,0.8211720722788837,0.4391815081470253,0.507,0.8215098176272478,4,2016-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.00866198090144809
27050,El Arrepentido,Melendi,68983,2018-01-19,2UehDnunVEaJKrJVZTB4tt,2018,2367699,El Arrepentido,2018-01-19,0.41254598248240826,0.5157894736842106,0.0732,0.804,0.721,0.0,0.434,0.8204178008067425,0.2743463433118605,0.6990000000000001,0.2872720340598589,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.0032488623683800083
27099,Mi Código Postal,Melendi,40159,2018-02-16,4mzqxqQVGJCP08w809LagZ,2018,40159,Mi Código Postal,2018-02-16,0.4979119528144389,0.0,0.46,0.6829999999999999,0.38,0.0,0.159,0.6786475584560391,0.03580901856763925,0.23399999999999999,0.509277498887971,3,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,5.510458206544529e-05
27100,Mi Código Postal,Melendi,41659,2018-03-09,4pjECblBDRIl2AbjS4nxju,2018,41659,Ahora,2018-03-09,0.4979119528144389,0.4631578947368421,0.46,0.6829999999999999,0.38,0.0,0.159,0.6786475584560391,0.03580901856763925,0.23399999999999999,0.509277498887971,3,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,5.7162822387618846e-05
27101,Mírame,Melendi,35935,2018-03-09,3wqhLKC5Vd00TPYNS9QaIt,2018,35935,Ahora,2018-03-09,0.5007486354743191,0.5157894736842106,0.254,0.616,0.504,0.0,0.292,0.7900501754501033,0.07540735126942022,0.23600000000000002,0.17320963334816036,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,4.930857731820455e-05
27102,Lo Que Nos Merecemos,Melendi,35874,2018-03-09,7lBOBU7sTDpEUDyoWFjbA4,2018,35874,Ahora,2018-03-09,0.458621745349132,0.6,0.5479999999999999,0.8540000000000001,0.612,8.77e-05,0.0768,0.7784081592496638,0.022546419098143238,0.868,0.5294655906462477,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,4.9224875545102824e-05
27103,Para Que No Se Escapen Tus Mariposas,Melendi,34147,2018-03-09,6UfiaiKYlWlrfzeX4d31N1,2018,34147,Ahora,2018-03-09,0.4806574598056896,0.4526315789473685,0.21,0.73,0.831,0.0,0.0835,0.8554094382317253,0.26487305797650623,0.713,0.7954438584228251,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,4.6855154854173664e-05
27104,Tiempos de Re-Evolución,Melendi,28009,2018-03-09,04LwcPguC12NOKEmDPE6jx,2018,28009,Ahora,2018-03-09,0.4216922510248892,0.4,0.495,0.722,0.47100000000000003,8.24e-06,0.136,0.8183189584494802,0.0488821523304282,0.322,0.2993963271271526,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,3.8432835455839466e-05
27105,Negro Sin Ti,Melendi,26798,2018-03-09,2pujLw0ZqpPfOsQWsd6O73,2018,26798,Ahora,2018-03-09,0.4175472501399207,0.42105263157894735,0.10099999999999999,0.688,0.43,2.27e-06,0.0782,0.7492867215426491,0.08412277377794618,0.10099999999999999,0.22410243375484526,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,3.677114943573801e-05
27106,Lo Nuestro Fue Muy Top,Melendi,26761,2018-03-09,2Wp3oraVgGDVcuWlOtxw0r,2018,26761,Ahora,2018-03-09,0.4372557367481954,0.5157894736842106,0.142,0.8390000000000001,0.625,0.0,0.077,0.7947725707539435,0.1909814323607427,0.5329999999999999,0.22394992692381008,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,3.6720379507791066e-05
27107,Habitantes de un Mismo Planeta,Melendi,24879,2018-03-09,5i3ujTXdTQNRWJgDeatVO0,2018,24879,Ahora,2018-03-09,0.5085937612115936,0.4842105263157895,0.5920000000000001,0.64,0.568,0.0,0.105,0.7889679598596399,0.06574460022735884,0.379,0.17317150664040154,4,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,3.413797398357064e-05
27108,Como el Agua y el Aceite,Melendi,24592,2018-03-09,6QNVyICbEc4T0awzlewp1o,2018,24592,Ahora,2018-03-09,0.6671227044635896,0.42105263157894735,0.87,0.7440000000000001,0.33,2.48e-06,0.121,0.5773456203062999,0.04319818112921561,0.318,0.46255321852958003,1,2018-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,3.37441640019281e-05
27109,Destino o Casualidad,Melendi,18691,2017-01-08,3NaEzk0OFnezhFFGqZNyYz,2017,511808,Quítate las Gafas,2016-11-11,0.5085937612115936,0.0,0.249,0.596,0.532,0.0,0.0977,0.7440068212376609,0.2781356574460023,0.365,0.14147550359026495,4,2016-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.0013155945700734223
27140,Mi Mayor Fortuna (with ChocQuibTown),Melendi,16990,2017-01-08,2ohQN4UOfgXGwtF2ISUkFb,2017,332630,Quítate las Gafas,2016-11-11,0.5129324984333666,0.4736842105263158,0.0476,0.644,0.7759999999999999,0.0,0.138,0.8661332109008625,0.10193255020841227,0.419,0.7443222977695876,4,2016-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.0008550202846448715
27157,La Casa No Es Igual,Melendi,16604,2017-01-08,7yjTvUlvx7S1pneUODlGBg,2017,920204,Quítate las Gafas,2016-11-11,0.3997522088334202,0.5684210526315789,0.493,0.485,0.6829999999999999,0.0,0.14400000000000002,0.8478667235103139,0.1083743842364532,0.303,0.7586071042765457,4,2016-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.002365370189133119
27211,Flores de Agua y Plomo,Melendi,15173,2017-01-08,6VsDogkQ9hSIKhYYMpuSKc,2017,74775,Quítate las Gafas,2016-11-11,0.49188460011385,0.42105263157894735,0.483,0.736,0.366,0.0,0.0916,0.7601416718591152,0.013073133762788932,0.501,0.3511723962635826,4,2016-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.000192207984199622
27216,Tu jardín con enanitos,Melendi,14835,2017-01-08,6yCjU5j6YHbux2VQCBTTE1,2017,651429,Lágrimas desordenadas,2012-11-13,0.4565217391304348,0.7052631578947368,0.337,0.721,0.8340000000000001,0.0,0.10400000000000001,0.8718394385596694,0.021409624857900728,0.53,0.4649742644722628,4,2012-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.001674488197113682
27257,Soy Tu Superhéroe,Melendi,13889,2017-01-08,3Jlw1BKSfwCL8CpyftflYX,2017,41681,Quítate las Gafas,2016-11-11,0.5275368696991586,0.4842105263157895,0.0805,0.861,0.855,0.0,0.14300000000000002,0.879677302987571,0.048503220917014034,0.867,0.4400457520493105,4,2016-01-01,spanish pop,spanish pop rock,,,,,,,,,"spanish pop,spanish pop rock",1EXjXQpDx2pROygh8zvHs4,2297700,0.7474747474747475,NormalPeriod,0.00010714036762854491
27260,"Trueno: Bzrp Music Sessions, Vol. 16",Bizarrap,34403,2020-01-08,7ouulWlZPefmEIGYWNyiPH,2020,937004,"Trueno: Bzrp Music Sessions, Vol. 16",2019-10-03,0.2699799566604639,0.7368421052631579,0.779,0.726,0.602,9.35e-06,0.0827,0.7662086380480766,0.9052671466464568,0.807,0.4820550295481985,4,2019-01-01,argentine hip hop,pop venezolano,trap argentino,,,,,,,,"argentine hip hop,pop venezolano,trap argentino",716NhGYqD1jl2wI1Qkgq36,1307993,0.8383838383838383,NormalPeriod,0.0008143158103707235
27284,"Trueno: Bzrp Freestyle Sessions, Vol. 6",Bizarrap,29668,2020-01-12,4jTKJOFxaqEcm558JYi4Dh,2020,94077,"Trueno: Bzrp Freestyle Sessions, Vol. 6",2019-06-30,0.3666280788530809,0.7684210526315789,0.74,0.778,0.7390000000000001,8e-05,0.0857,0.8391762043747746,0.4960212201591511,0.496,0.6054902459172651,4,2019-01-01,argentine hip hop,pop venezolano,trap argentino,,,,,,,,"argentine hip hop,pop venezolano,trap argentino",716NhGYqD1jl2wI1Qkgq36,1307993,0.8383838383838383,NormalPeriod,8.175887028470162e-05
27287,"DANI: Bzrp Music Sessions, Vol. 24",Bizarrap,51420,2020-03-05,6TNuRFdNazLbbVQTRE8pZg,2020,269062,"DANI: Bzrp Music Sessions, Vol. 24",2020-03-04,0.3041062536176075,0.7789473684210526,0.287,0.9129999999999999,0.6890000000000001,0.0,0.10400000000000001,0.7641753845144786,0.6172792724516861,0.851,0.4774861790684375,4,2020-01-01,argentine hip hop,pop venezolano,trap argentino,,,,,,,,"argentine hip hop,pop venezolano,trap argentino",716NhGYqD1jl2wI1Qkgq36,1307993,0.8383838383838383,NormalPeriod,0.00023383191594696245
27292,Date La Vuelta,Luis Fonsi,34372,2020-01-08,5lwVd35Zg6DJ4qibVMq99H,2020,388205,Date La Vuelta,2019-04-24,0.41537788152903415,0.7473684210526316,0.0487,0.747,0.825,0.0,0.107,0.9228019545469452,0.06328154604016673,0.866,0.2494694033170236,4,2019-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.0003373747274984597
27303,Imposible,Luis Fonsi,193033,2019-01-08,3ao3OVxHlb3C08vAaApUlm,2019,4924948,Imposible,2018-10-19,0.2816926337139495,0.7473684210526316,0.122,0.7859999999999999,0.764,0.0,0.102,0.921752533368314,0.10723758999621068,0.9129999999999999,0.2302344792527165,4,2018-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.005675528761322245
27327,Échame La Culpa,Luis Fonsi,47744,2019-01-08,2hl6q70unbviGo3g1R7uFx,2019,1012542,Échame La Culpa,2017-11-17,0.3052280109257727,0.7263157894736842,0.0376,0.733,0.892,0.0,0.13699999999999998,0.8985996786147641,0.03505115574081091,0.675,0.262070280231302,4,2017-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.0011668572425631192
27351,Calypso,Luis Fonsi,41023,2019-01-08,4178A5NkEjcsGc64jpBO6d,2019,948008,Calypso,2018-06-14,0.3689122541820739,0.7052631578947368,0.138,0.866,0.8590000000000001,0.0,0.401,0.916767782769816,0.06726032588101552,0.9229999999999999,0.3509245726631505,4,2018-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.0010924880161097292
27375,Sola,Luis Fonsi,92743,2019-01-25,0BOm90PDLRJpTSqqd6z52E,2019,482803,Sola,2019-01-23,0.38115830411342905,0.6210526315789474,0.506,0.569,0.526,0.0,0.0708,0.7992654051749581,0.6362258431223947,0.474,0.4462222787062337,5,2019-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.0005563840090398242
27382,Imposible,Luis Fonsi,213668,2019-02-01,4cuGZb0iFyHtwaSKdKrJkF,2019,6574303,VIDA,2019-02-01,0.2832544834415227,0.6842105263157895,0.127,0.7829999999999999,0.738,0.0,0.127,0.8842685206440822,0.09643804471390678,0.925,0.2302154158988371,4,2019-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.007576251721266319
27419,Sola,Luis Fonsi,110164,2019-02-01,0mtdxzBRDbueLFpiwpbHKO,2019,3810421,VIDA,2019-02-01,0.3801704879763881,0.6105263157894737,0.509,0.737,0.525,0.0,0.0608,0.7990358442921326,0.42970822281167104,0.483,0.4652919870369193,3,2019-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.00439114361781003
27456,Échame La Culpa,Luis Fonsi,55521,2019-02-01,0mlAOSILGRys2IbvyOT5VJ,2019,1678647,VIDA,2019-02-01,0.3054193554559501,0.7894736842105263,0.0391,0.733,0.897,0.0,0.11699999999999999,0.8982389400846096,0.0297461159530125,0.649,0.2621783059032852,4,2019-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.0019344791718830944
27493,Calypso,Luis Fonsi,51517,2019-02-01,2u7tDWQ6LX0Kw1LiK1jaok,2019,1552284,VIDA,2019-02-01,0.3704119169373393,0.6631578947368421,0.158,0.863,0.84,0.0,0.368,0.8966648083166628,0.06726032588101552,0.934,0.3509563449196162,4,2019-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.0017888579712395623
27530,Apaga La Luz,Luis Fonsi,46389,2019-02-01,4v4pC1y5UI5oHdcluJIJs8,2019,46389,VIDA,2019-02-01,0.3975182614435988,0.5263157894736842,0.135,0.809,0.79,0.0,0.32299999999999995,0.8693142688485882,0.07010231148162181,0.7909999999999999,0.3315943318294466,4,2019-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,5.3458859608056295e-05
27531,Despacito,Luis Fonsi,36308,2019-02-01,6habFhsOp2NvshLv26DqMb,2019,95642,VIDA,2019-02-01,0.4383081316641712,0.8421052631578947,0.198,0.655,0.797,0.0,0.067,0.8610172826550356,0.24592648730579764,0.8390000000000001,0.7827476647391497,4,2019-01-01,latin,latin pop,puerto rican pop,tropical,,,,,,,"latin,latin pop,puerto rican pop,tropical",4V8Sr092TqfHkfAA5fXXqG,8731720,0.8080808080808081,NormalPeriod,0.00011021820368263424
